PostId,ParentId,CommentId,CommentContent
957038,957038,765711,"@Neil Butterworth  Yeah, I don't know where I picked that one up."
957038,957038,767396,"OCD? Obsessive-Compulsive Disorder?  If so, then break after return is pure OCD and a good compiler will complain about unreachable code.  Listen to the compiler more than your OCD."
957055,957038,765838,A good compiler will not generate any code following a return or a asm-goto. So no harm done...
957055,957038,767064,"No harm done, but they shouldn't mess with a programmer's coding style in that way."
957055,957038,767078,"Uh, the compiler doesn't automatically rewrite the author's source to remove the break or anything."
957055,957038,8723093,In my _oc_ opinion..
957079,957038,765722,I've seen the indenting as you have above recently and been on the fence for a while about your example vs. mine.  I think I'm going to switch (no pun intended) to your way going forward.  Thanks!
957079,957038,767069,"Yea, good style there. I like my brackets on a single line tho."
957079,957038,767099,"If you're nesting so many switches and ifs that the indentation becomes a problem, you're probably better off creating some new functions."
957079,957038,767200,"Probably.  But seriously, is using two indent levels for a switch actually conveying any information?  It really isn't.  The switch is one control level, not two, and the cases are easily read as alternations of it."
957079,957038,776085,"Your indent level is clearly better, and anyone who disagrees is likely an Emacs user or something."
957079,957038,8723120,"I agree. Its like saying to someone ""go home"" and after they've left, calling to the empty room ""you can stop working now"""
957079,957038,22280750,"@JamesThompson I disagree.  Vim-only here.  If a statement requires an opening parenthesis after it, then the line succeeding that parenthesis gets indented.  Q.E.D."
957101,957038,765658,Obsessive compulsive disorder. As in it mentally bothers him to not see a break; after a return;
957101,957038,765681,Okay I kind of feel dumb now. Shall say no more.
958451,957038,767438,"Actually, in C#, you don't use breaks in a switch statement. If you want to fall through, you actually have to use a goto statement to go to the case you want to fall through to (e.g., goto case 2;). I was quite surprised when I learned this, given how similar the syntax is between C# and C/C++. I guess it makes sense, though, because it forces you to do something explicit in order to implement fall through. (And in fact, it makes ""fall through"" a lot more flexible, albeit with all of the caveats that go along with using goto's in other situations.)"
1429568,1429558,1273671,"That's probably what I would do if not for the Bit position definitions already being defined by the architecture-specific compiler support (in, this case avr-gcc).&#xA;&#xA;Pretty dumb I think. If there is anywhere they must be used other than as a left-shift argument...I can't find it. But it is what it is."
1429568,1429558,1273684,"Also, the code I've seen so far varies between using 1 << XX form, and using _BV(XX). _BV is a provided macro that does (1 << n). But that still means too much typing."
1429568,1429558,1273707,"good idea. but for safety reasons, i would add some braces around n&#xA;#define BIT(n) (1 << (n))&#xA;&#xA;you know, macros can be nasty. imagine somebody using the macro with BIT(5-1)..."
1429568,1429558,1273727,@Roland: I've fixed that. Thanks.
1811713,1811697,1700780,"ProductType contain all the possible product types from the database. based on a product Id i will get a product Object from DB, which contain a sub list of product types it belong to. there is no isselected or ischecked property. i will have a productname and id. i will look into datatemplate thing.. thanks ..."
1909951,1909840,1814449,"That's not entirely true. You can set the parentViewController property by calling [controller setParentViewController:] (you get a warning though, but it works). When there's a UINavigationController several levels up the hierarchy, the **navigationController** property will return the correct controller instance. So it's not only used by a model view controller, but by every built-in view controller that uses some kind of navigation."
1910025,1909840,1814519,"Is having your own view controller hierarchy ""a rare case""?"
1910025,1909840,1815979,"Yes, very much a rare case.  I've not found a need for it yet in several very complex apps."
1910025,1909840,1819917,"I think it is a rare case that the API classes cannot handle. I've yet to run into one in either my code or the code of others I have examined. If you keep requiring them, perhaps you've got a glitch in your understanding of the API design."
1911191,1909840,1822744,"Complex is probably not the right word. What if you want to create a custom view controller which has navigation similar to the tab bar controller? You'd need to have a number of subcontrollers (just like UITabBarController has), but you're not allowed to use the built-in parentViewController property. You'd have to create your own pointer to the parent (I can't believe I'm the only one who thinks this is plain silly)."
2076307,2076299,2006744,"You can't close any tab via JavaScript.&#xA;&#xA;""This method is only allowed to be called for windows that were opened by a script using the window.open method."" In other words, you can only use JavaScript to close a window/tab that was spawned via JavaScript."
2076307,2076299,2007107,@atxryan And I believe the *same domain/origin policy* applies as well.
2076307,2076299,9023706,Not working in FF & Chrome :)
2076307,2076299,12945001,Neither of the HTML samples work in Firefox 11 on a PC
2076307,2076299,26630903,-1 Doesn't work chrome 30 PC the other answers showing to open a window in the current tab and then close it work
2076307,2076299,34240261,In `about:config` `dom.allow_scripts_to_close_windows = true` might be the solution in Firefox (might be a big security risk!)
2076307,2076299,38921794,The browser does not allow this behavior.  Javascript can only close a tab that it opened.
2076307,2076299,46946692,It is not working in safari browser.
2076307,2076299,52224372,Obsolete answer.
2076307,2076299,59394437,for me as it is not closing instead of location(path) I'm Using window open '_self' but it is still not closing as if I'm opening by window
2076307,2076299,62989940,"Working for me in Safari 9.0.2 for browser windows opened by python.webbrowser module. So I guess ""not working safari browser"" depends on exactly how you are trying to use it."
2076307,2076299,67862124,Chrome console log message: Scripts may close only the windows that were opened by it.
2076307,2076299,72915880,"I'm opening the new tab via Javascript, but  `window.close();` still not working."
2076307,2076299,78936314,Not working in Chrome version 58: `Scripts may close only the windows that were opened by it.`
2076307,2076299,81870058,"This works (at least) in Chrome 62:&#xA;`<button type=""button"" &#xA;        onclick=""window.open('', '_self', ''); window.close();"">Discard</button>`&#xA;[See also this article](http://www.yournewdesigner.com/css-experiments/javascript-window-close-firefox.html)"
2076307,2076299,87656736,In most cases you may just redirect a user to it's browser home page &#xA;https://stackoverflow.com/questions/1369450/sending-user-to-their-browsers-home-page-using-javascript
2076307,2076299,88812439,"Why is this an accepted answer with 360 votes, when it doesn't work?"
2076307,2076299,89805554,Stop fretting people... This is an old answer and now this method is obsolete if you don't use window.open() method to open the page in first place.
2076310,2076299,73730137,Doesen't work dude :/
2169111,2169078,2114563,"Yeah I saw it, and that's one of the reasons I asked. However, a few people told me to avoid Observers, so I just wanted to get a few more opinions."
2169111,2169078,2114576,if there are any problems with observers i would be interested too!
2169111,2169078,2114624,"The reason they gave was that nothing directly references the observers, so new people looking at the code may not notice them. It seems like a somewhat weak reason to me, and more indicative of a hole in a developer's Rails knowledge than a bad code smell, but I still want to hear the opinions of those more experienced than me."
2169111,2169078,2115097,"to be sure, the observer.rb lies right next to the model.rb in the models directory."
2169111,2169078,2115384,"Yeah, that's what I was thinking."
2169116,2169078,2114568,"This looks cool, and I'll definitely keep it in mind. For the moment though, it's definitely overkill. Thanks though."
2169126,2169078,2114565,"The TDD thing is a fantastic reason to use Observers. Unless someone makes a more compelling point, I'll check you off soon."
2519327,2518611,2516433,"On a side note, an ajax call should not update the ""view-source"" feature of most browsers.  Ajax calls typically modify the DOM only."
2519327,2518611,2516452,@NickLarsen: Thanks for pointing this out. How silly of me not to realize that. :)
2541167,2538867,2573104,Thanks. It looks like its the server getting login information that taking so much time.
2549942,2538867,2573065,"Since it also takes other clients the same about of time, I'm assuming that its something on the server."
2916082,2916082,2967915,This is not an area but a List of List<int>.
2916082,2916082,28220110,This is not an array -.- Now is there an answer to the **actual question** ?
2916110,2916082,2967969,"I like your use of `SelectMany`, however Anthony's use of `Any` and checking for non-zero is superior to using `All` and checking for zero. `Any` will stop looping as soon as it finds a value other than zero, while `All` will keep going even after it has enough information to answer the question, ""Is there a non-zero value?"""
2916110,2916082,2968060,They're the exact opposite and work in the same way. `All` will stop as soon as it find a value that is not zero. So `All()` is the same as `!Any()` and `Any()` is the same at `!All()`. Reflector both if you want to see it by yourself.
2916110,2916082,2968322,"@Joel: Julien is correct here - `All(i => i==0)` will return false as soon as it finds any non-zero value, at the same place as `Any(i => i!=0)` would return true. The only extra cost here is the single extra negation, which is hardly worth considering."
2916110,2916082,2969091,Apologies for the brain-fart. I guess I was looking at `All` and thinking of a Where/Count situation.
2916129,2916082,2968131,"Thanks, your lambda is the fastest. This I'm looking for ;)"
3085547,3085505,39853766,Looks like the 1.2 version of the docs are gone. Here's the link to the current docs as of today: https://docs.djangoproject.com/en/1.6/topics/http/urls/#named-groups
3149459,3149189,3248345,"Thanks daxim. Works for me. The only other problem I had with what I was trying to do was a parsing issue with the list of *.jar files. The manifest adds extra spaces in random spots of the list so this is what I did to get a list of jar files separated by ':'.&#xA;&#xA;join("".jar:"", split("".jar"", join("""", split("" "", $headers->get(""Class-Path"")))))."".jar"";"
3529744,3529744,3693131,"The SQL is fine so there must be something in multi_query, which I am not versed in, or you have some other query that might be adding it that tag back to the db."
3529744,3529744,3693152,"Seems like http://php.net/manual/en/mysqli.multi-query.php might have some quirks... check out the comments. Also, check out that ""max_allowed_packet"" thing"
3529744,3529744,3693528,It works correctly for me: Ubuntu 10.04; MySQL 5.1.41-3ubuntu12.6; PHP 5.3.2-1ubuntu4.2; Apache/2.2.14
3529744,3529744,3693606,Is there any advantage in packaging those six queries into one string instead of sending six queries one by one?
3529744,3529744,3701699,It is stand along code. As is. There is no any queries before or after this code.
3529744,3529744,3701740,I checked this on: CentOS; MySQL 5.0.91-50-log; PHP 5.2.12. And it works correctly. The problem is in php multi_query function under windows I guess.
3529744,3529744,3701780,One more test on: Linux Debian 2.6.26-2-amd64; PHP 5.3.3; mysql 5.5.4; nginx/0.8.49. And as a result... 'tag_two' is still in the tags table!
3532451,3529744,3701692,I added mysql log. And php log is clear. Look there is no semicolumn (;) in the end of my query and there is no 'Quit' command too. It doesn't looks good.
3532451,3529744,3748826,"I'm at lost... since it's InnoDB, you might try changing the query into the one I've edited above.. it worked for me"
3637206,3637078,3822355,"Note that this method doesn't require checking whether the category already exists - if it does, wp_create_category() will simply return its cat ID."
3751352,3751258,3966252,"Yes, it wouldn't even run on my own machine. So when I just `ipy.exe program.py` it runs fine, but the compiled `program.exe` version from the pyc.py doesn't run (crashes and pops up visual studio debugger)"
3751352,3751258,3966360,Maybe you could provide informations from this crash? Is it .NET exception or some other error?
3751352,3751258,3967969,"It says ""An unhandled win32 exception occurred in Program.exe[4048]."""
3751352,3751258,3968601,"I'm going through my code line by line (commenting out) and it seems that when I init a System.Windows.Forms.WebBrowser() it causes a 'ThreadStateException' error i think. Weird I wonder how come `ipy.exe program.py` causes no errors yet when I compile it, it does."
3751352,3751258,4252954,Looks like compiler bug. Report it.
3753543,3751258,3972902,Thank you for taking the time to explain that - very good to know.
3775561,3775561,3997448,post your code also
3775561,3775561,3997457,"you know, we are programmers, so showing your code is due ;)"
3775561,3775561,3997978,You are apparently mixing hibernate and jpa annotations. That can't / shouldn't work.
3775561,3775561,3998020,@seanizer but i have seen a few of such implementations. Could you please comment how I can resolve to one of it if that is the case
3775561,3775561,3998054,"look at your imports: either use only org.hibernate.. annotations or only javax.persistence.. annotations. Hibernate has the advantage of supporting more options, JPA has the advantage of being an open standard. If you're mixing them, you're missing at least the open standard (portability), while I don't think it will work at all (I don't think the hibernate entitymanager parses hibernate annotations, at least he shouldn't)"
3775561,3775561,3998346,could you also maybe include the important bits of the code that is actually creating the structure you refer to?
3775561,3775561,3998756,@seanizer it should not be a problem to mix annotations
3775561,3775561,3998978,"@Bozho but it's hardly a best practice, either"
3775561,3775561,3999295,"@seanizer actually, if you want (pre-jpa-2.0) functionality like delete-orphan, or multiple lazy-loaded collections, it's legitimate. :)"
3775561,3775561,46899190,"You are currently using the OneToMany, look into the ManyToMany relationship between the Pesron and the Item model class."
3869035,3869035,4115578,So much good would come if you showed us the output.
3869138,3869035,4115699,Actually I'm not sure of the UTF-8 part because I read somewhere that gcc defaults everything to UTF-32. Of course I could be wrong on this assumption as well...
3869138,3869035,4115730,"If you've put ""random data"" in for 'xxxxxxx' then `mbstowcs` will almost surely fail with `errno==EILSEQ`, returning `(size_t)-1` (since ""random data"" is not likely to be valid UTF-8), but `wcslen` will report the length of the successfully-converted part plus whatever junk is already in the output buffer, since it won't get null-terminated."
3869138,3869035,4115742,"No sorry, my converted wchar string has random bytes tacked on the end for some reason, that's the problem. It's like it doesn't have \0 until it randomly hits one. I thought mbstowcs was supposed to copy the string terminating null byte(s?) when it did the conversion."
3869138,3869035,4115805,"Because you're passing `obj->length` and not `obj->length+1` to `mbstowcs`, it cannot null-terminate. The code only happened to work for me because `malloc` returned fresh (zero-filled) memory. It will also happen to work if there are any actual multi-byte characters since then your destination will have extra space. BTW your `memset` never helped because you forgot to multiply by `sizeof(wchar_t)` (or better, use `wmemset`)."
3869138,3869035,4116626,"If my answer solved your problem, please accept it. If not, please follow up so that I (or someone else) can finish answering."
3871381,3869035,4125205,Works perfect. Thanks caf and R...
3871381,3869035,4125673,"@Tyler note that in the failure case, `obj->length` is not reset to 1.  I'm not sure that the `realloc()` in that case is worth it, either - you might as well leave the larger block allocated."
4079847,4079794,4386230,You have both functions with `sa&`
4079847,4079794,4386245,"thank you this is not bad, maybe i can arrange something like this for some functions and for others i'll have to duplicate ;) Thanks :)"
4079851,4079794,4386274,thank you i know that ;) i just wondering if there was some way of doind that that i don't know mmm maybe i can do something better using derivated structures where sa and sb both come from another struct ? i'll take a deep look into this...
4142730,4142730,4470115,"so you have 2 questions (1) how to create a function which takes a vector argument and manipulates it with Part[], and avoid errors arising when Part tries to deconstruct an undefined symbol, and (2) how to remember evaluations of the function so that they don't need to be recomputed.  Or have I misunderstood ?"
4142730,4142730,4472959,"That code I suggested earlier builds a function `f` where `f[a,b]` gives `True` if `a->b` is an edge in the graph indices that were passed to `g`. I think I misunderstood your question in those earlier comments."
4142730,4142730,4473109,"Actually, no it doesn't, it builds a function `f[x]` that gives `True` if `x[[a]]==x[[b]]` for any edge `a->b` in the graph. No coffee yet this morning!"
4142730,4142730,4473941,"Mark: I just need (1). Michael: actually it checks if x[a]==x[b] instead of x[[a]]==x[[b]], that's the problem"
4147293,4142730,4475151,"Yes, that works, but the ""lack of typical elegance"" is why I keep coming back to this question. Using Part and just ignoring the warnings also seems to work and also gives the most concise code. I wonder if I should just Off[Part] and stop worrying about the warnings"
4147293,4142730,4475241,"Instead of turning them off completely, you can wrap your builder code in `Quiet[..., Part::partd]` to suppress them at evaluation time but leave them on elsewhere."
4152225,4142730,4480842,"The goal is to make function g that automatically generates function f for arbitrary graph, not making function f by hand"
4276751,4276641,4638356,"@Saravanan: the etiquette on SO for ""Thanks"" is to upvote as well"
4429196,4429196,88357468,you will need usb to otg connector.
4470469,376732,13113013,There are examples on the site of Nginx for try_files + PHP: http://wiki.nginx.org/HttpCoreModule#try_files
4470469,376732,15456855,"This solution worked better for me than the accepted answer. Using the accepted answer version, no POST data was passed to PHP, probably due to the use of the error page. Using this solution, everything works as expected."
4470469,376732,15457524,This is a better solution.
4470469,376732,39937271,"Many years later... this is indeed better. Note that this answer came 2 years after the question was asked which is why it was not the accepted one, just FYI."
4500881,4500881,4925835,Is there any special reason you are not using dumps?
4500881,4500881,4925969,tables are huge...
4572746,4572724,5018453,I have decided to eliminate the redundant relationships so now I am left with something that looks a lot cleaner.  Thanks!
4572746,4572724,5021963,One last thing: Right now I'm linking `managers` and `tenants` with a `managers_tenants` table.  But since `managers` HABTM `leases` and `tenants` HABTM `leases` would it be better to allow cakephp to link `managers` and `tenants` together through the common `leases` model?  I suppose this also depends on my code..
4572746,4572724,5031218,"It does. But personally I would agree that these things should be done thru the `Lease` model. Really, the tricky part would be how to differential `Users` into `Managers` and `Tenants`."
4763876,4763876,5270851,"`while(!!ActiveXObject) { alert(""Download a real browser""); }`"
4763876,4763876,5271730,I just need to save a new variable.. hopefully doable.
4763876,4763876,5271767,"@Robert No need for `!!`. The header of the while statement is coerced to boolean automatically, so you don't need to cast it."
4763876,4763876,5271794,but any ideas on the question please? :)
4763876,4763876,5271836,"@Don So, in Chrome you use localStorage. Why aren't you using localStorage in Firefox, too?"
4763876,4763876,5271867,@Don localStorage also works in IE8 http://diveintohtml5.org/storage.html
4763876,4763876,5271968,"@Šime Vidas I just went with the method the Mozilla directory listed. Ah, that works for IE too? That'd be perfect then, thank you for the tip. So the localStorage commands can be used for IE exactly as they are in Chrome then? I'll check out the link now! :D"
4763876,4763876,5272022,"@Šime Vidas Ah yes, I've had a read up and that is exactly what I was after. I hadn't realised IE8+ now supports it. Thank you ever so much for the info! :)"
4763876,4763876,5272044,@Don No prob :)
4822974,4822732,5349578,"I don't see why that is any different from what I'm already doing.  I tried it by replacing my code above with &#xA;NSString *databasePathFromApp = [NSString stringWithFormat:@""%@/%@"", [self applicationDocumentsDirectory], databaseName];&#xA;and the path that was returned was ""/Users/labuser/Library/Application Support/iPhone Simulator/Documents/projectfusion.db3"" which is the same as above.&#xA;I assume by ""adding the database to your application bundle"" you mean adding it as an existing file? I did that in my ""Resources"" directory."
4822974,4822732,5349631,"It should return smth like this: /Users/max/Library/Application Support/iPhone Simulator/4.2/Applications/C5178257-E12C-4088-BA2C-68E472458575/Documents   It is really strange. Ok, can you access your DB from the app bundle?"
4822974,4822732,5349709,"I looked in Finder under build/Debug-iphonesimulator/ProjectFusion, ""Show Package Contents"" on ProjectFusion and it was in there.  Is that what you mean?"
4822974,4822732,5349758,"Ok, one more question. Have you added DB to your unit tests bundle?"
4822974,4822732,5349880,"No I hadn't, I didn't think I had to because it has the whole ProjectFusion as a Direct Dependency.  But I tried to add it by (on the database file) right click->Get info->Targets and checking UnitTests as another target for it.  I got the same errors."
4822974,4822732,5349931,what is the value of databasePathFromApp?
4822974,4822732,5350017,"When run from the UnitTests databasePathFromApp =  ""/Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator4.2.sdk/Developer/usr/bin/projectfusion.db3""&#xA;&#xA;I just tried to do the exact same things from the project and it runs just fine it looks like, and databasePathFromApp there = ""/Users/labuser/Library/Application Support/iPhone Simulator/4.2/Applications/C0783695-CB4D-4EA2-A1A9-DC7C8C797CEA/ProjectFusion.app/projectfusion.db3"""
4822974,4822732,5350058,It would be a good idea to add NSError instance instead of nil to   [fileManager copyItemAtPath:databasePathFromApp toPath:databasePath error:nil];&#xA; so you could know if there is a problem during copying.
4822974,4822732,5350176,"Hmmm, creating that NSError and calling localizedDescription yields ""The operation couldn’t be completed. No such file or directory""  And that makes sense since at that directory, there is no projectfusion.db3.  I don't understand completely how to get that file into that directory, I thought xcode would just handle it? Thanks for working through this..."
4822974,4822732,5350201,"don't use  [[[NSBundle mainBundle] resourcePath] stringByAppendingPathComponent:databaseName] . You should use [[NSBundle mainBundle] pathForResource: ofType:] if it returns nil, than your db is not in your test bundle."
4822974,4822732,5350356,"I tried using pathForResources: ofType: (I like that, it seems a lot cleaner than the other way), and it returns nil.  I guess I need to understand how to add the db to the test bundle better.  I tried just setting its targets to both Project and UnitTests, tried deleting the reference to the file and re-adding it under resources and making sure both were checked, and tried deleting the file completely and adding it again, but all of those methods are making pathForResource return nil.  Am I adding it to the bundle incorrectly?"
4937698,4142730,5505318,"+1, very clever."
5225588,5225588,5879503,Why should it be abstract without abstract methods?
5225588,5225588,5879534,They probably don't want it to be instantiated
5225588,5225588,5879537,What's the point in having a base class with no methods to be inherited anyway?
5225588,5225588,5879565,"Because that class only has some fields and a constructor/destructor, but the behaviour of the class should be implemented by a subclass. I know this is possible in Java, so I was wondering if c++ supports this too."
5225588,5225588,5879684,I have added my code to demonstrate what I'm trying to do.
5225588,5225588,5879820,Personally I would make StaticSprite and DynamicSprite have a Sprite not inherit from a Sprite.
5225588,5225588,5879991,So you would use composition instead of inheritance in this case? What are the advantages of that in this situation? Thanks
5225588,5225588,5880217,having a dynamic versus a static sprite could be done by declaration ... are these derived classes even needed?
5225609,5225588,5879532,"The problem is that the class has some members which should get deleted in the destructor, so making it abstract would cause memory leaks..."
5225609,5225588,5879556,"Since the base class destructor is virtual, destructor for your derived class destructor will be called when and where needed. There shouldn't be any problems."
5225609,5225588,5879562,"@Bv202 - you also provide an implementation of the destructor, so you can cleanup there."
5225609,5225588,5879563,@Bv202 You can still implement a pure virtual destructor to clean up the memory.
5225609,5225588,5879566,"Well, that may or may not be what the OP wants -- it does add overhead to the class and changes semantics."
5225609,5225588,5879595,"If it contains data management, it isn't very abstract, is it? Another option is to make the destructor protected. That forces you do derive from it, as it cannot be destroyed alone."
5225616,5225588,5879540,"Ultimately, the question is ""why bother""?"
5225616,5225588,5879803,"@Randolpho - the question changed. Do you mean why have an abstract class, or why make it abstract if it has no methods?"
5225616,5225588,5881738,"Yeah, the question changed. I hate when that happens. :)"
5225632,5225588,5879567,You can't implement a pure virtual.
5225632,5225588,5879602,@Cthutu Actually you *can* implement pure virtual methods. It just means the child has to implement it again.
5225632,5225588,5879643,"And in the destructor case, you must."
5225632,5225588,5879652,"Yes you can, see e.g. 10.4/2: ""A pure&#xA;virtual function need be defined only if explicitly called with the qualified-id syntax (5.1)."" and 12.4/7: ""A destructor can be declared virtual (10.3) or pure virtual (10.4); if any objects of that class or any derived class are created in the program, the destructor shall be defined. If a class has a base class with a virtual destructor, its destructor (whether user- or implicitly- declared) is virtual."""
5225665,5225588,5879712,I have added the code in my first post. How should you solve it?
5225665,5225588,5879790,-1 because you can't possibly know if inheritance should be used or not.  Review Alexandrescu's visitor framework for an excellent counter-point to your statement.
5268589,5268589,5935194,Did you reboot after installation?
5268589,5268589,5935252,"Not right away, but then I installed the new Safari and rebooted. Trying again now."
5268589,5268589,5935318,"Just asking because, for example, the documentation says to reboot if you uninstall Xcode before installing a new one. Unsure if just renaming the old Xcode /Developer directory is possibly causing problems."
5268589,5268589,5936147,Shaggy Frog - reboot is required only if you've installed older version after uninstalling newer one.
5467862,5465550,11144614,"Actually you can pass in additional parameters to most of the ode routines that will be happily passed to the solution function after t and y. e.g. `ode15s(@computeRates, tspan, INIT_STATES, options, CONSTANTS);` would work fine, This behaviour is undocumented and may change in the future however. I should also mention that in this case the same arguments will also then be appended to the events function arguments etc. as well, which will not be the case with the anonymous function form."
5613031,5612997,6393696,great to have this trick in my arsenal. appreciate it!
5613031,5612997,6393721,"You could also have added the div **inside** the div for your images, that would ensure, that the div wrapping the images has the same height as the images (e.g. if you want to use a background-color)"
5613050,5612997,6393623,`overflow: auto` would work too. It is much cleaner markup.
5613050,5612997,6393666,"easy as pie, and I'd just spent an hour trying to fiddle with the sundry CSS attributes. Thanks so much!"
5613050,5612997,6393844,"Very much cleaner, good job."
5698902,5602842,50639641,I upload a file via an infopath form which adds the file to the library and displays in a webpart. The file when clicked takes me back to form to download. Is there anyway to directly download the file from sharepoint without having to goto the infopath form?
5756554,5756516,6590589,what do you mean by start a .cmd/.bat file...im more of a mac guy and this windows env is new to me...also is sqlcmd a command or a stand alone program
5756554,5756516,6590984,@Tamer - Updated answer with some more info. I think you don't have to use bat/cmd file. You can use the sqlcmd utility directly from Task Scheduler.
5758654,5758654,6594535,Was that a trick question: see whether we will delete the itunes expenses?
5760924,5758654,6614867,"Perfect, just what I was looking for."
5761830,5761830,6598123,Just asking for code to solve a problem probably won't prompt much response.  If you have tried something and it is not working then post that and people might help.
5761830,5761830,6598214,@Hogan. I understand but I'm very new to jQuery so just looking for some hints. Thanks
5761860,5761830,6598160,"My Div's have IDs of tracker_0, tracker_1 etc. Can you explain how I can set this up to do an ""each"" on each one of these. How can I do the select: ""#divWrapper div"". Thanks for your help so far."
5761860,5761830,6598174,I just saw your update. I will try it now. thank you
5761860,5761830,6598236,Thank you for your help. It works good.
5761867,5761830,6598241,thanks for your help. I didn't yet try your method but I will try now. I hope u don't mind but I will mark Andre's answer as correct because he answered first. Marilou
5761867,5761830,6598316,"Whatever you like is fine--for the future though, I recommend up-voting the ones you find to be good answers, and only choosing the 'answer' after you get a number of votes in--that will also better highlight what you think to be the best answer for future people visiting the page."
5765997,5756516,6747181,It is useful answer for my question :) http://stackoverflow.com/questions/5847994/every-minute-event-implementation-in-ms-sql-without-agent
6140153,6139822,7130933,"articles_path does not exist, and magazines_articles_path() redirects to the show action of the articles_controller. But, what are the correct parameters to pass to the simple_form_for in this case?"
6143976,6139822,7145100,"That's right. After I did those modifications in the article's controller and changed my links in other pages like article's show, edit and index,  I had my problem solved. Thank you very much."
6242176,6241981,7276978,"This would hide the link and cause it to be clicked on load, I don't think that is what he wants"
6242176,6241981,7277467,i got stuck on text about hidden div and that's why i made that hidden link...
6300362,6300362,7360010,Your code looks -very- similar to Mairys:http://stackoverflow.com/questions/6300042/how-to-merge-two-arrays-by-creating-a-new-array-and-print-the-result-with-code
6300362,6300362,7360030,We are working on the same project but she just left for tonight
